date,上证指数_close,深证成指_close,创业板指_close,沪深300_close,科创50_close,上证指数_pct,深证成指_pct,创业板指_pct,沪深300_pct,科创50_pct,amount_yi,up,down,flat,limit_up,limit_down
2024-08-19,2893.67,8356.90,1589.29,3356.97,703.32,0.49,0.08,-0.14,0.34,-0.27,5706.2,,,,,
2024-08-20,2866.66,8252.87,1567.97,3332.70,693.52,-0.93,-1.24,-1.34,-0.72,-1.39,5577.8,,,,,
2024-08-21,2856.58,8229.75,1558.51,3321.64,691.64,-0.35,-0.28,-0.60,-0.33,-0.27,5095.5,,,,,
2024-08-22,2848.77,8162.18,1546.63,3313.14,685.53,-0.27,-0.82,-0.76,-0.26,-0.88,5491.5,,,,,
2024-08-23,2854.37,8181.92,1546.90,3327.19,685.76,0.20,0.24,0.02,0.42,0.03,5102.3,,,,,
2024-08-26,2855.52,8194.65,1545.31,3324.22,682.50,0.04,0.16,-0.10,-0.09,-0.48,5265.3,,,,,
2024-08-27,2848.73,8103.76,1530.74,3305.33,674.35,-0.24,-1.11,-0.94,-0.57,-1.19,5114.6,,,,,
2024-08-28,2837.43,8078.82,1531.45,3286.50,671.22,-0.40,-0.31,0.05,-0.57,-0.46,4966.1,,,,,
2024-08-29,2823.11,8154.44,1541.40,3277.68,679.59,-0.50,0.94,0.65,-0.27,1.25,6072.5,,,,,
2024-08-30,2842.21,8348.48,1580.46,3321.43,694.16,0.68,2.38,2.53,1.33,2.14,8765.9,,,,,
2024-09-02,2811.04,8172.21,1536.95,3265.01,670.01,-1.10,-2.11,-2.75,-1.70,-3.48,7057.3,,,,,
2024-09-03,2802.98,8268.05,1556.32,3273.43,674.96,-0.29,1.17,1.26,0.26,0.74,5806.0,,,,,
2024-09-04,2784.28,8226.24,1554.64,3252.16,672.28,-0.67,-0.51,-0.11,-0.65,-0.40,5593.8,,,,,
2024-09-05,2788.31,8249.66,1564.72,3257.76,671.26,0.14,0.28,0.65,0.17,-0.15,5348.4,,,,,
2024-09-06,2765.81,8130.77,1538.07,3231.35,662.34,-0.81,-1.44,-1.70,-0.81,-1.33,5426.3,,,,,
2024-09-09,2736.49,8063.27,1539.04,3192.95,654.94,-1.06,-0.83,0.06,-1.19,-1.12,5186.4,,,,,
2024-09-10,2744.19,8073.83,1539.98,3195.76,660.01,0.28,0.13,0.06,0.09,0.77,5276.5,,,,,
2024-09-11,2721.80,8105.38,1558.33,3186.13,664.33,-0.82,0.39,1.19,-0.30,0.65,4995.6,,,,,
2024-09-12,2717.12,8054.24,1551.81,3172.47,658.85,-0.17,-0.63,-0.42,-0.43,-0.82,5155.7,,,,,
2024-09-13,2704.09,7983.55,1535.17,3159.25,655.05,-0.48,-0.88,-1.07,-0.42,-0.58,5247.6,,,,,
2024-09-18,2717.28,7992.25,1533.47,3171.01,647.41,0.49,0.11,-0.11,0.37,-1.17,4793.3,,,,,
2024-09-19,2736.02,8087.60,1546.47,3196.04,651.47,0.69,1.19,0.85,0.79,0.63,6270.0,,,,,
2024-09-20,2736.81,8075.14,1536.60,3201.05,648.36,0.03,-0.15,-0.64,0.16,-0.48,5747.5,,,,,
2024-09-23,2748.92,8083.38,1530.51,3212.76,643.04,0.44,0.10,-0.40,0.37,-0.82,5510.0,,,,,
2024-09-24,2863.13,8435.70,1615.32,3351.91,667.05,4.15,4.36,5.54,4.33,3.73,9713.4,,,,,
2024-09-25,2896.31,8537.73,1641.54,3401.53,667.34,1.16,1.21,1.62,1.48,0.04,11573.7,,,,,
2024-09-26,3000.95,8916.65,1714.14,3545.32,693.15,3.61,4.44,4.42,4.23,3.87,11624.4,,,,,
2024-09-27,3087.53,9514.86,1885.49,3703.68,740.02,2.89,6.71,10.00,4.47,6.76,14460.0,,,,,
2024-09-30,3336.50,10529.76,2175.09,4017.85,872.37,8.06,10.67,15.36,8.48,17.88,25930.4,,,,,
2024-10-08,3489.78,11495.10,2550.28,4256.10,1023.97,4.59,9.17,17.25,5.93,17.38,34519.4,,,,,
2024-10-09,3258.86,10557.81,2280.10,3955.98,997.85,-6.62,-8.15,-10.59,-7.05,-2.55,29398.2,,,,,
2024-10-10,3301.93,10471.08,2212.91,3997.79,954.17,1.32,-0.82,-2.95,1.06,-4.38,21429.9,,,,,
2024-10-11,3217.74,10060.74,2100.87,3887.17,898.90,-2.55,-3.92,-5.06,-2.77,-5.79,15720.2,,,,,
2024-10-14,3284.32,10327.40,2155.40,3961.34,925.96,2.07,2.65,2.60,1.91,3.01,16349.9,,,,,
2024-10-15,3201.29,10066.52,2085.99,3855.99,898.83,-2.53,-2.53,-3.22,-2.66,-2.93,16347.8,,,,,
2024-10-16,3202.95,9965.02,2039.95,3831.59,875.69,0.05,-1.01,-2.21,-0.63,-2.57,13753.7,,,,,
2024-10-17,3169.38,9891.76,2033.48,3788.22,879.10,-1.05,-0.74,-0.32,-1.13,0.39,14912.6,,,,,
2024-10-18,3261.56,10357.68,2195.10,3925.23,978.66,2.91,4.71,7.95,3.62,11.33,20976.8,,,,,
2024-10-21,3268.11,10470.91,2210.34,3935.20,1000.37,0.20,1.09,0.69,0.25,2.22,21839.9,,,,,
2024-10-22,3285.87,10559.51,2216.99,3957.78,985.83,0.54,0.85,0.30,0.57,-1.45,19125.3,,,,,
2024-10-23,3302.80,10576.41,2205.30,3973.21,979.15,0.52,0.16,-0.53,0.39,-0.68,19268.6,,,,,
2024-10-24,3280.26,10441.75,2175.10,3928.83,977.60,-0.68,-1.27,-1.37,-1.12,-0.16,15205.4,,,,,
2024-10-25,3299.70,10619.85,2238.90,3956.42,991.22,0.59,1.71,2.93,0.70,1.39,17721.4,,,,,
2024-10-28,3322.20,10685.89,2229.12,3964.16,986.56,0.68,0.62,-0.44,0.20,-0.47,18629.1,,,,,
2024-10-29,3286.41,10543.33,2177.31,3924.65,975.37,-1.08,-1.33,-2.32,-1.00,-1.13,20621.1,,,,,
2024-10-30,3266.24,10530.85,2151.51,3889.45,958.82,-0.61,-0.12,-1.18,-0.90,-1.70,18466.6,,,,,
2024-10-31,3279.82,10591.22,2164.46,3891.04,969.45,0.42,0.57,0.60,0.04,1.11,22173.2,,,,,
2024-11-01,3272.01,10455.50,2123.74,3890.02,939.76,-0.24,-1.28,-1.88,-0.03,-3.06,22303.9,,,,,
2024-11-04,3310.21,10663.10,2185.98,3944.76,954.67,1.17,1.99,2.93,1.41,1.59,16939.1,,,,,
2024-11-05,3386.99,11006.94,2289.84,4044.57,996.17,2.32,3.22,4.75,2.53,4.35,23036.3,,,,,
2024-11-06,3383.81,10968.14,2265.83,4024.28,998.09,-0.09,-0.35,-1.05,-0.50,0.19,25628.4,,,,,
2024-11-07,3470.66,11235.92,2350.76,4145.70,1028.44,2.57,2.44,3.75,3.02,3.04,25050.8,,,,,
2024-11-08,3452.30,11161.70,2321.59,4104.05,1025.64,-0.53,-0.66,-1.24,-1.00,-0.27,26815.3,,,,,
2024-11-11,3470.07,11388.57,2392.44,4131.13,1073.84,0.51,2.03,3.05,0.66,4.70,25077.3,,,,,
2024-11-12,3421.97,11314.46,2390.80,4085.74,1050.54,-1.39,-0.65,-0.07,-1.10,-2.17,25507.2,,,,,
2024-11-13,3439.28,11359.29,2417.25,4110.89,1061.37,0.51,0.40,1.11,0.62,1.03,20092.5,,,,,
2024-11-14,3379.84,11037.78,2334.96,4039.62,1027.32,-1.73,-2.83,-3.40,-1.73,-3.21,18385.1,,,,,
2024-11-15,3330.73,10748.97,2243.62,3968.83,986.88,-1.45,-2.62,-3.91,-1.75,-3.94,18265.4,,,,,
