date,上证指数_close,深证成指_close,创业板指_close,沪深300_close,科创50_close,上证指数_pct,深证成指_pct,创业板指_pct,沪深300_pct,科创50_pct,amount_yi,up,down,flat,limit_up,limit_down
2024-11-18,3323.85,10544.02,2190.95,3950.38,968.71,-0.21,-1.91,-2.35,-0.46,-1.84,17576.9,,,,,
2024-11-19,3346.01,10743.84,2256.61,3976.89,998.01,0.67,1.90,3.00,0.67,3.02,15580.9,,,,,
2024-11-20,3367.99,10827.19,2267.85,3985.77,1002.54,0.66,0.78,0.50,0.22,0.45,16142.6,,,,,
2024-11-21,3370.40,10819.88,2265.87,3989.30,1011.46,0.07,-0.07,-0.09,0.09,0.89,16113.2,,,,,
2024-11-22,3267.19,10438.72,2175.57,3865.70,969.35,-3.06,-3.52,-3.99,-3.10,-4.16,17896.8,,,,,
2024-11-25,3263.76,10420.52,2175.18,3848.09,957.92,-0.10,-0.17,-0.02,-0.46,-1.18,14901.9,,,,,
2024-11-26,3259.76,10333.23,2150.10,3840.18,951.59,-0.12,-0.84,-1.15,-0.21,-0.66,13049.7,,,,,
2024-11-27,3309.78,10566.10,2208.78,3907.04,985.97,1.53,2.25,2.73,1.74,3.61,14587.4,,,,,
2024-11-28,3295.70,10432.54,2169.80,3872.55,983.68,-0.43,-1.26,-1.76,-0.88,-0.23,14904.6,,,,,
2024-11-29,3326.46,10611.72,2224.00,3916.58,1007.39,0.93,1.72,2.50,1.14,2.41,17083.4,,,,,
2024-12-02,3363.98,10756.55,2255.50,3947.63,1015.79,1.13,1.36,1.42,0.79,0.83,17867.1,,,,,
2024-12-03,3378.81,10713.58,2245.50,3951.89,1005.26,0.44,-0.40,-0.44,0.11,-1.04,17159.1,,,,,
2024-12-04,3364.65,10604.01,2213.41,3930.56,999.36,-0.42,-1.02,-1.43,-0.54,-0.59,16631.3,,,,,
2024-12-05,3368.86,10634.49,2221.46,3921.59,1001.84,0.13,0.29,0.36,-0.23,0.25,14986.2,,,,,
2024-12-06,3404.08,10791.34,2267.06,3973.14,1014.45,1.05,1.47,2.05,1.31,1.26,17888.5,,,,,
2024-12-09,3402.53,10731.66,2248.63,3966.57,1003.38,-0.05,-0.55,-0.81,-0.17,-1.09,16345.1,,,,,
2024-12-10,3422.66,10812.58,2264.05,3995.64,1010.91,0.59,0.75,0.69,0.73,0.75,22002.2,,,,,
2024-12-11,3432.49,10848.42,2261.58,3988.83,1007.19,0.29,0.33,-0.11,-0.17,-0.37,17763.8,,,,,
2024-12-12,3461.50,10957.13,2292.15,4028.50,1010.90,0.85,1.00,1.35,0.99,0.37,18669.1,,,,,
2024-12-13,3391.88,10713.07,2235.26,3933.18,989.78,-2.01,-2.23,-2.48,-2.37,-2.09,20692.3,,,,,
2024-12-16,3386.33,10573.92,2201.53,3911.84,975.27,-0.16,-1.30,-1.51,-0.54,-1.47,16998.0,,,,,
2024-12-17,3361.49,10537.43,2201.18,3922.03,967.28,-0.73,-0.35,-0.02,0.26,-0.82,15103.6,,,,,
2024-12-18,3382.21,10584.27,2202.14,3941.89,981.51,0.62,0.44,0.04,0.51,1.47,13605.2,,,,,
2024-12-19,3370.03,10649.03,2213.54,3945.46,993.00,-0.36,0.61,0.52,0.09,1.17,14440.9,,,,,
2024-12-20,3368.07,10646.62,2209.66,3927.74,1011.21,-0.06,-0.02,-0.18,-0.45,1.83,15151.3,,,,,
2024-12-23,3351.26,10537.40,2187.94,3933.57,998.61,-0.50,-1.03,-0.98,0.15,-1.25,15307.9,,,,,
2024-12-24,3393.53,10671.43,2213.55,3983.69,1014.02,1.26,1.27,1.17,1.27,1.54,13075.7,,,,,
2024-12-25,3393.35,10603.10,2201.30,3985.63,1017.36,-0.01,-0.64,-0.55,0.05,0.33,12813.0,,,,,
2024-12-26,3398.08,10673.97,2209.85,3987.48,1027.02,0.14,0.67,0.39,0.05,0.95,12724.6,,,,,
2024-12-27,3400.14,10659.98,2204.90,3981.03,1018.58,0.06,-0.13,-0.22,-0.16,-0.82,14338.5,,,,,
2024-12-30,3407.33,10671.16,2206.29,3999.05,1020.63,0.21,0.10,0.06,0.45,0.20,12761.6,,,,,
2024-12-31,3351.76,10414.61,2141.60,3934.91,988.93,-1.63,-2.40,-2.93,-1.60,-3.11,13457.6,,,,,
