date,上证指数_close,深证成指_close,创业板指_close,沪深300_close,科创50_close,上证指数_pct,深证成指_pct,创业板指_pct,沪深300_pct,科创50_pct,amount_yi,up,down,flat,limit_up,limit_down
2025-02-11,3318.06,10557.62,2152.73,3883.14,1024.41,-0.12,-0.69,-1.43,-0.46,-1.19,16359.5,,,,,
2025-02-12,3346.39,10708.88,2191.76,3919.86,1041.14,0.85,1.43,1.81,0.95,1.63,16772.2,,,,,
2025-02-13,3332.48,10626.62,2176.16,3905.14,1017.09,-0.42,-0.77,-0.71,-0.38,-2.31,18197.9,,,,,
2025-02-14,3346.72,10749.46,2215.30,3939.01,1022.46,0.43,1.16,1.80,0.87,0.53,17150.0,,,,,
2025-02-17,3355.83,10791.06,2226.62,3947.40,1037.31,0.27,0.39,0.51,0.21,1.45,19414.7,,,,,
2025-02-18,3324.49,10617.26,2182.57,3912.78,1011.17,-0.93,-1.61,-1.98,-0.88,-2.52,17991.1,,,,,
2025-02-19,3351.54,10772.65,2226.98,3940.16,1034.57,0.81,1.46,2.03,0.70,2.31,17210.2,,,,,
2025-02-20,3350.78,10794.55,2225.58,3928.90,1033.09,-0.02,0.20,-0.06,-0.29,-0.14,17565.9,,,,,
2025-02-21,3379.11,10991.37,2281.51,3978.44,1094.77,0.85,1.82,2.51,1.26,5.97,21926.1,,,,,
2025-02-24,3373.03,10983.04,2266.24,3969.72,1100.05,-0.18,-0.08,-0.67,-0.22,0.48,20804.8,,,,,
2025-02-25,3346.04,10854.50,2240.59,3925.65,1102.90,-0.80,-1.17,-1.13,-1.11,0.26,18967.6,,,,,
2025-02-26,3380.21,10955.65,2268.22,3959.94,1126.82,1.02,0.93,1.23,0.87,2.17,19383.4,,,,,
2025-02-27,3388.06,10927.51,2256.51,3968.12,1126.29,0.23,-0.26,-0.52,0.21,-0.05,20045.8,,,,,
2025-02-28,3320.90,10611.24,2170.39,3890.05,1078.80,-1.98,-2.89,-3.82,-1.97,-4.22,18670.2,,,,,
2025-03-03,3316.93,10649.59,2196.52,3888.47,1062.35,-0.12,0.36,1.20,-0.04,-1.52,16246.8,,,,,
2025-03-04,3324.21,10679.44,2190.08,3885.22,1080.66,0.22,0.28,-0.29,-0.08,1.72,14355.8,,,,,
2025-03-05,3341.96,10709.46,2190.36,3902.57,1083.82,0.53,0.28,0.01,0.45,0.29,14938.1,,,,,
2025-03-06,3381.10,10898.75,2234.69,3956.24,1121.58,1.17,1.77,2.02,1.38,3.48,19064.6,,,,,
2025-03-07,3372.55,10843.73,2205.31,3944.01,1107.62,-0.25,-0.50,-1.31,-0.31,-1.24,18182.4,,,,,
2025-03-10,3366.16,10825.70,2199.88,3928.80,1105.16,-0.19,-0.17,-0.25,-0.39,-0.22,15056.6,,,,,
2025-03-11,3379.83,10861.16,2204.03,3941.42,1100.74,0.41,0.33,0.19,0.32,-0.40,14819.0,,,,,
2025-03-12,3371.92,10843.23,2191.27,3927.23,1092.71,-0.23,-0.17,-0.58,-0.36,-0.73,16837.6,,,,,
2025-03-13,3358.73,10736.19,2166.00,3911.58,1069.70,-0.39,-0.99,-1.15,-0.40,-2.11,16067.3,,,,,
2025-03-14,3419.56,10978.30,2226.72,4006.56,1088.11,1.81,2.26,2.80,2.43,1.72,17918.2,,,,,
2025-03-17,3426.13,10957.82,2215.13,3996.79,1083.21,0.19,-0.19,-0.52,-0.24,-0.45,15730.1,,,,,
2025-03-18,3429.76,11014.75,2228.64,4007.72,1089.83,0.11,0.52,0.61,0.27,0.61,15196.9,,,,,
2025-03-19,3426.43,10979.05,2222.35,4010.17,1076.94,-0.10,-0.32,-0.28,0.06,-1.18,14664.4,,,,,
2025-03-20,3408.95,10879.49,2200.03,3974.99,1064.79,-0.51,-0.91,-1.00,-0.88,-1.13,14415.5,,,,,
2025-03-21,3364.83,10687.55,2152.28,3914.70,1042.89,-1.29,-1.76,-2.17,-1.52,-2.06,15508.6,,,,,
2025-03-24,3370.03,10695.49,2152.55,3934.85,1045.94,0.15,0.07,0.01,0.51,0.29,14507.4,,,,,
2025-03-25,3369.98,10649.08,2145.48,3932.30,1031.70,0.00,-0.43,-0.33,-0.06,-1.36,12582.7,,,,,
2025-03-26,3368.70,10643.82,2139.90,3919.36,1029.05,-0.04,-0.05,-0.26,-0.33,-0.26,11543.1,,,,,
2025-03-27,3373.75,10668.10,2145.10,3932.41,1040.57,0.15,0.23,0.24,0.33,1.12,11906.9,,,,,
2025-03-28,3351.31,10607.33,2128.21,3915.17,1029.48,-0.67,-0.57,-0.79,-0.44,-1.07,11189.7,,,,,
2025-03-31,3335.75,10504.33,2103.70,3887.31,1022.71,-0.46,-0.97,-1.15,-0.71,-0.66,12215.3,,,,,
2025-04-01,3348.44,10503.66,2101.88,3887.68,1024.38,0.38,-0.01,-0.09,0.01,0.16,11322.7,,,,,
2025-04-02,3350.13,10513.12,2104.63,3884.39,1022.75,0.05,0.09,0.13,-0.08,-0.16,9744.9,,,,,
2025-04-03,3342.01,10365.73,2065.40,3861.50,1018.07,-0.24,-1.40,-1.86,-0.59,-0.46,11376.2,,,,,
2025-04-07,3096.58,9364.50,1807.21,3589.44,924.17,-7.34,-9.66,-12.50,-7.05,-9.22,15878.0,,,,,
2025-04-08,3145.55,9424.68,1840.31,3650.76,940.09,1.58,0.64,1.83,1.71,1.72,16256.4,,,,,
2025-04-09,3186.81,9539.89,1858.36,3686.79,980.57,1.31,1.22,0.98,0.99,4.31,16996.1,,,,,
2025-04-10,3223.64,9754.64,1900.53,3735.12,991.22,1.16,2.25,2.27,1.31,1.09,16094.7,,,,,
2025-04-11,3238.23,9834.44,1926.37,3750.52,1011.71,0.45,0.82,1.36,0.41,2.07,13486.7,,,,,
2025-04-14,3262.81,9884.30,1932.91,3759.14,1014.28,0.76,0.51,0.34,0.23,0.25,12774.7,,,,,
2025-04-15,3267.66,9858.10,1930.40,3761.23,1006.34,0.15,-0.27,-0.13,0.06,-0.78,10771.9,,,,,
2025-04-16,3276.00,9774.73,1907.11,3772.82,1014.51,0.26,-0.85,-1.21,0.31,0.81,11119.0,,,,,
2025-04-17,3280.34,9759.05,1908.78,3772.22,1016.81,0.13,-0.16,0.09,-0.02,0.23,9994.6,,,,,
2025-04-18,3276.73,9781.65,1913.97,3772.52,1008.60,-0.11,0.23,0.27,0.01,-0.81,9146.6,,,,,
2025-04-21,3291.43,9905.53,1944.32,3784.88,1019.41,0.45,1.27,1.59,0.33,1.07,10414.0,,,,,
2025-04-22,3299.76,9870.05,1928.43,3783.95,1016.22,0.25,-0.36,-0.82,-0.02,-0.31,10900.0,,,,,
2025-04-23,3296.36,9935.80,1949.16,3786.88,1012.65,-0.10,0.67,1.07,0.08,-0.35,12297.1,,,,,
2025-04-24,3297.29,9878.32,1935.86,3784.36,1003.32,0.03,-0.58,-0.68,-0.07,-0.92,11090.2,,,,,
2025-04-25,3295.06,9917.06,1947.19,3786.99,1004.57,-0.07,0.39,0.59,0.07,0.12,11135.7,,,,,
2025-04-28,3288.41,9855.20,1934.46,3781.62,1002.83,-0.20,-0.62,-0.65,-0.14,-0.17,10564.1,,,,,
2025-04-29,3286.65,9849.80,1931.94,3775.08,1003.87,-0.05,-0.05,-0.13,-0.17,0.10,10221.2,,,,,
2025-04-30,3279.03,9899.82,1948.03,3770.57,1012.42,-0.23,0.51,0.83,-0.12,0.85,11693.4,,,,,
2025-05-06,3316.11,10082.34,1986.41,3808.54,1026.52,1.13,1.84,1.97,1.01,1.39,13361.9,,,,,
2025-05-07,3342.67,10104.13,1996.51,3831.63,1030.19,0.80,0.22,0.51,0.61,0.36,14683.3,,,,,
2025-05-08,3352.00,10197.66,2029.45,3852.90,1026.44,0.28,0.93,1.65,0.56,-0.36,12934.0,,,,,
2025-05-09,3342.00,10126.83,2011.77,3846.16,1006.32,-0.30,-0.69,-0.87,-0.17,-1.96,11920.2,,,,,
2025-05-12,3369.24,10301.16,2064.71,3890.61,1011.23,0.82,1.72,2.63,1.16,0.49,13084.2,,,,,
2025-05-13,3374.87,10288.08,2062.26,3896.26,1009.68,0.17,-0.13,-0.12,0.15,-0.15,12915.5,,,,,
2025-05-14,3403.95,10354.22,2083.14,3943.21,1013.77,0.86,0.64,1.01,1.21,0.41,13167.5,,,,,
2025-05-15,3380.82,10186.45,2043.25,3907.20,1000.97,-0.68,-1.62,-1.91,-0.91,-1.26,11524.1,,,,,
2025-05-16,3367.46,10179.60,2039.45,3889.09,995.24,-0.40,-0.07,-0.19,-0.46,-0.57,10895.4,,,,,
2025-05-19,3367.58,10171.09,2032.76,3877.15,995.25,0.00,-0.08,-0.33,-0.31,0.00,10864.7,,,,,
2025-05-20,3380.48,10249.17,2048.46,3898.17,997.68,0.38,0.77,0.77,0.54,0.24,11697.0,,,,,
2025-05-21,3387.57,10294.22,2065.39,3916.38,995.49,0.21,0.44,0.83,0.47,-0.22,11734.8,,,,,
2025-05-22,3380.19,10219.62,2045.57,3913.87,990.71,-0.22,-0.72,-0.96,-0.06,-0.48,11026.9,,,,,
2025-05-23,3348.37,10132.41,2021.50,3882.27,980.58,-0.94,-0.85,-1.18,-0.81,-1.02,11555.9,,,,,
2025-05-26,3346.84,10091.16,2005.26,3860.11,982.26,-0.05,-0.41,-0.80,-0.57,0.17,10099.6,,,,,
2025-05-27,3340.69,10029.11,1991.64,3839.40,972.92,-0.18,-0.61,-0.68,-0.54,-0.95,9989.3,,,,,
2025-05-28,3339.93,10003.27,1985.38,3836.24,970.64,-0.02,-0.26,-0.31,-0.08,-0.23,10099.5,,,,,
2025-05-29,3363.45,10127.20,2012.55,3858.70,986.30,0.70,1.24,1.37,0.59,1.61,11854.2,,,,,
2025-05-30,3347.49,10040.63,1993.19,3840.23,977.03,-0.47,-0.85,-0.96,-0.48,-0.94,11391.8,,,,,
2025-06-03,3361.98,10057.17,2002.70,3852.01,981.71,0.43,0.16,0.48,0.31,0.48,11414.1,,,,,
2025-06-04,3376.20,10144.58,2024.93,3868.74,986.11,0.42,0.87,1.11,0.43,0.45,11530.5,,,,,
2025-06-05,3384.10,10203.50,2048.62,3877.56,996.41,0.23,0.58,1.17,0.23,1.04,12904.1,,,,,
2025-06-06,3385.36,10183.70,2039.44,3873.98,991.64,0.04,-0.19,-0.45,-0.09,-0.48,11520.2,,,,,
2025-06-09,3399.77,10250.14,2061.29,3885.25,997.61,0.43,0.65,1.07,0.29,0.60,12864.1,,,,,
2025-06-10,3384.82,10162.18,2037.27,3865.47,982.90,-0.44,-0.86,-1.17,-0.51,-1.47,14153.7,,,,,
2025-06-11,3402.32,10246.02,2061.87,3894.63,980.93,0.52,0.83,1.21,0.75,-0.20,12554.7,,,,,
2025-06-12,3402.66,10234.33,2067.15,3892.20,977.97,0.01,-0.11,0.26,-0.06,-0.30,12717.8,,,,,
2025-06-13,3377.00,10122.11,2043.82,3864.18,972.94,-0.75,-1.10,-1.13,-0.72,-0.51,14672.5,,,,,
2025-06-16,3388.73,10163.55,2057.32,3873.80,970.89,0.35,0.41,0.66,0.25,-0.21,12150.9,,,,,
2025-06-17,3387.40,10151.43,2049.94,3870.38,963.08,-0.04,-0.12,-0.36,-0.09,-0.80,12072.2,,,,,
2025-06-18,3388.81,10175.59,2054.73,3874.97,968.18,0.04,0.24,0.23,0.12,0.53,11910.9,,,,,
2025-06-19,3362.11,10051.97,2026.82,3843.09,962.94,-0.79,-1.21,-1.36,-0.82,-0.54,12506.4,,,,,
2025-06-20,3359.90,10005.03,2009.89,3846.64,957.87,-0.07,-0.47,-0.84,0.09,-0.53,10677.4,,,,,
2025-06-23,3381.58,10048.39,2017.63,3857.90,961.49,0.65,0.43,0.39,0.29,0.38,11226.3,,,,,
2025-06-24,3420.57,10217.63,2064.13,3904.03,978.71,1.15,1.68,2.30,1.20,1.79,14146.1,,,,,
2025-06-25,3455.97,10393.72,2128.39,3960.07,995.61,1.03,1.72,3.11,1.44,1.73,16027.9,,,,,
2025-06-26,3448.45,10343.48,2114.43,3946.02,989.97,-0.22,-0.48,-0.66,-0.35,-0.57,15831.8,,,,,
2025-06-27,3424.23,10378.55,2124.34,3921.76,988.21,-0.70,0.34,0.47,-0.61,-0.18,15411.2,,,,,
2025-06-30,3444.43,10465.12,2153.01,3936.08,1003.41,0.59,0.83,1.35,0.37,1.54,14868.8,,,,,
2025-07-01,3457.75,10476.29,2147.92,3942.76,994.80,0.39,0.11,-0.24,0.17,-0.86,14660.4,,,,,
2025-07-02,3454.79,10412.63,2123.72,3943.68,982.64,-0.09,-0.61,-1.13,0.02,-1.22,13769.8,,,,,
2025-07-03,3461.15,10534.58,2164.09,3968.07,984.95,0.18,1.17,1.90,0.62,0.24,13097.6,,,,,
2025-07-04,3472.32,10508.76,2156.23,3982.20,984.80,0.32,-0.25,-0.36,0.36,-0.02,14285.6,,,,,
2025-07-07,3473.13,10435.51,2130.19,3965.17,978.29,0.02,-0.70,-1.21,-0.43,-0.66,12086.5,,,,,
2025-07-08,3497.48,10588.39,2181.08,3998.45,991.95,0.70,1.46,2.39,0.84,1.40,14539.5,,,,,
2025-07-09,3493.05,10581.80,2184.67,3991.40,983.11,-0.13,-0.06,0.16,-0.18,-0.89,15051.9,,,,,
2025-07-10,3509.68,10631.13,2189.58,4010.02,979.99,0.48,0.47,0.22,0.47,-0.32,14941.7,,,,,
2025-07-11,3510.18,10696.10,2207.10,4014.81,994.45,0.01,0.61,0.80,0.12,1.48,17121.3,,,,,
2025-07-14,3519.65,10684.52,2197.07,4017.67,992.39,0.27,-0.11,-0.45,0.07,-0.21,14587.5,,,,,
2025-07-15,3505.00,10744.56,2235.05,4019.06,996.25,-0.42,0.56,1.73,0.03,0.39,16120.6,,,,,
2025-07-16,3503.78,10720.81,2230.19,4007.20,997.63,-0.03,-0.22,-0.22,-0.30,0.14,14420.4,,,,,
2025-07-17,3516.83,10873.62,2269.33,4034.49,1005.65,0.37,1.43,1.76,0.68,0.80,15393.7,,,,,
2025-07-18,3534.48,10913.84,2277.15,4058.55,1007.53,0.50,0.37,0.34,0.60,0.19,15710.5,,,,,
2025-07-21,3559.79,11007.49,2296.88,4085.61,1007.89,0.72,0.86,0.87,0.67,0.04,16999.8,,,,,
2025-07-22,3581.86,11099.83,2310.86,4118.96,1016.27,0.62,0.84,0.61,0.82,0.83,18930.4,,,,,
2025-07-23,3582.30,11059.04,2310.67,4119.77,1020.86,0.01,-0.37,-0.01,0.02,0.45,18646.0,,,,,
2025-07-24,3605.73,11193.06,2345.37,4149.04,1032.84,0.65,1.21,1.50,0.71,1.17,18447.1,,,,,
2025-07-25,3593.66,11168.14,2340.06,4127.16,1054.20,-0.33,-0.22,-0.23,-0.53,2.07,17873.4,,,,,
2025-07-28,3597.94,11217.58,2362.60,4135.82,1055.11,0.12,0.44,0.96,0.21,0.09,17423.1,,,,,
2025-07-29,3609.71,11289.41,2406.59,4152.02,1070.45,0.33,0.64,1.86,0.39,1.45,18031.7,,,,,
2025-07-30,3615.72,11203.03,2367.68,4151.24,1058.57,0.17,-0.77,-1.62,-0.02,-1.11,18442.8,,,,,
2025-07-31,3573.21,11009.77,2328.31,4075.59,1047.87,-1.18,-1.73,-1.66,-1.82,-1.01,19360.4,,,,,
2025-08-01,3559.95,10991.32,2322.63,4054.93,1036.77,-0.37,-0.17,-0.24,-0.51,-1.06,15983.5,,,,,
2025-08-04,3583.31,11041.56,2334.32,4070.70,1049.41,0.66,0.46,0.50,0.39,1.22,14985.5,,,,,
2025-08-05,3617.60,11106.96,2343.38,4103.45,1053.65,0.96,0.59,0.39,0.80,0.40,15960.8,,,,,
2025-08-06,3633.99,11177.78,2358.95,4113.49,1059.76,0.45,0.64,0.66,0.24,0.58,17340.7,,,,,
2025-08-07,3639.67,11157.94,2342.86,4114.67,1058.21,0.16,-0.18,-0.68,0.03,-0.15,18254.9,,,,,
2025-08-08,3635.13,11128.67,2333.96,4104.97,1043.54,-0.12,-0.26,-0.38,-0.24,-1.39,17102.3,,,,,
2025-08-11,3647.55,11291.43,2379.82,4122.51,1049.73,0.34,1.46,1.96,0.43,0.59,18269.7,,,,,
2025-08-12,3665.92,11351.63,2409.40,4143.83,1069.81,0.50,0.53,1.24,0.52,1.91,18815.2,,,,,
2025-08-13,3683.46,11551.36,2496.50,4176.58,1077.70,0.48,1.76,3.62,0.79,0.74,21509.4,,,,,
2025-08-14,3666.44,11451.43,2469.66,4173.31,1085.74,-0.46,-0.87,-1.08,-0.08,0.75,22792.1,,,,,
2025-08-15,3696.77,11634.67,2534.22,4202.35,1101.29,0.83,1.60,2.61,0.70,1.43,22446.1,,,,,
2025-08-18,3728.03,11835.57,2606.20,4239.41,1124.82,0.85,1.73,2.84,0.88,2.14,27641.6,,,,,
2025-08-19,3727.29,11821.63,2601.74,4223.37,1112.27,-0.02,-0.12,-0.17,-0.38,-1.12,25883.7,,,,,
2025-08-20,3766.21,11926.74,2607.65,4271.40,1148.15,1.04,0.89,0.23,1.14,3.23,24082.3,,,,,
2025-08-21,3771.10,11919.76,2595.47,4288.07,1149.15,0.13,-0.06,-0.47,0.39,0.09,24240.6,,,,,
2025-08-22,3825.76,12166.06,2682.55,4378.00,1247.86,1.45,2.07,3.36,2.10,8.59,25467.1,,,,,
2025-08-25,3883.56,12441.07,2762.99,4469.22,1287.73,1.51,2.26,3.00,2.08,3.20,31411.4,,,,,
2025-08-26,3868.38,12473.17,2742.13,4452.59,1270.87,-0.39,0.26,-0.75,-0.37,-1.31,26790.2,,,,,
2025-08-27,3800.35,12295.07,2723.20,4386.13,1272.56,-1.76,-1.43,-0.69,-1.49,0.13,31655.6,,,,,
2025-08-28,3843.60,12571.37,2827.17,4463.78,1364.60,1.14,2.25,3.82,1.77,7.23,29708.0,,,,,
2025-08-29,3857.93,12696.15,2890.13,4496.76,1341.31,0.37,0.99,2.23,0.74,-1.71,27983.0,,,,,
2025-09-01,3875.53,12828.95,2956.37,4523.71,1357.15,0.46,1.05,2.29,0.60,1.18,27499.6,,,,,
2025-09-02,3858.13,12553.84,2872.22,4490.45,1328.28,-0.45,-2.14,-2.85,-0.74,-2.13,28749.9,,,,,
2025-09-03,3813.56,12472.00,2899.37,4459.83,1306.48,-1.16,-0.65,0.95,-0.68,-1.64,23640.9,,,,,
2025-09-04,3765.88,12118.70,2776.25,4365.21,1226.98,-1.25,-2.83,-4.25,-2.12,-6.09,25442.6,,,,,
2025-09-05,3812.51,12590.56,2958.18,4460.32,1268.55,1.24,3.89,6.55,2.18,3.39,23046.6,,,,,
2025-09-08,3826.84,12666.84,2933.25,4467.57,1275.87,0.38,0.61,-0.84,0.16,0.58,24187.3,,,,,
2025-09-09,3807.29,12510.60,2867.97,4436.26,1245.53,-0.51,-1.23,-2.23,-0.70,-2.38,21185.2,,,,,
2025-09-10,3812.22,12557.68,2904.27,4445.36,1259.10,0.13,0.38,1.27,0.21,1.09,19781.2,,,,,
2025-09-11,3875.31,12979.89,3053.75,4548.03,1326.03,1.65,3.36,5.15,2.31,5.32,24377.2,,,,,
2025-09-12,3870.60,12924.13,3020.42,4522.00,1338.02,-0.12,-0.43,-1.09,-0.57,0.90,25209.3,,,,,
2025-09-15,3860.50,13005.77,3066.18,4533.06,1340.40,-0.26,0.63,1.52,0.24,0.18,22774.2,,,,,
2025-09-16,3861.87,13063.97,3087.04,4523.34,1358.05,0.04,0.45,0.68,-0.21,1.32,23414.2,,,,,
2025-09-17,3876.34,13215.46,3147.35,4551.02,1370.43,0.37,1.16,1.95,0.61,0.91,23767.5,,,,,
2025-09-18,3831.66,13075.66,3095.85,4498.11,1380.35,-1.15,-1.06,-1.64,-1.16,0.72,31351.7,,,,,
2025-09-19,3820.09,13070.86,3091.00,4501.92,1362.65,-0.30,-0.04,-0.16,0.08,-1.28,23238.4,,,,,
2025-09-22,3828.58,13157.97,3107.89,4522.61,1408.64,0.22,0.67,0.55,0.46,3.38,21214.9,,,,,
2025-09-23,3821.83,13119.82,3114.55,4519.78,1407.30,-0.18,-0.29,0.21,-0.06,-0.10,24943.9,,,,,
2025-09-24,3853.64,13356.14,3185.57,4566.07,1456.47,0.83,1.80,2.28,1.02,3.49,23267.9,,,,,
2025-09-25,3853.30,13445.90,3235.76,4593.49,1474.49,-0.01,0.67,1.58,0.60,1.24,23711.0,,,,,
2025-09-26,3828.11,13209.00,3151.53,4550.05,1450.82,-0.65,-1.76,-2.60,-0.95,-1.61,21468.9,,,,,
2025-09-29,3862.53,13479.43,3238.01,4620.05,1470.41,0.90,2.05,2.74,1.54,1.35,21614.7,,,,,
2025-09-30,3882.78,13526.51,3238.16,4640.69,1495.29,0.52,0.35,0.00,0.45,1.69,21814.2,,,,,
2025-10-09,3933.97,13725.56,3261.82,4709.48,1539.08,1.32,1.47,0.73,1.48,2.93,26532.0,,,,,
2025-10-10,3897.03,13355.42,3113.26,4616.83,1452.68,-0.94,-2.70,-4.55,-1.97,-5.61,25156.2,,,,,
2025-10-13,3889.50,13231.47,3078.76,4593.98,1473.02,-0.19,-0.93,-1.11,-0.49,1.40,23547.5,,,,,
2025-10-14,3865.23,12895.11,2955.98,4539.06,1410.30,-0.62,-2.54,-3.99,-1.20,-4.26,25762.3,,,,,
2025-10-15,3912.21,13118.75,3025.87,4606.29,1430.00,1.22,1.73,2.36,1.48,1.40,20728.6,,,,,
2025-10-16,3916.23,13086.41,3037.44,4618.42,1416.58,0.10,-0.25,0.38,0.26,-0.94,19311.4,,,,,
2025-10-17,3839.76,12688.94,2935.37,4514.23,1363.17,-1.95,-3.04,-3.36,-2.26,-3.77,19381.2,,,,,
2025-10-20,3863.89,12813.21,2993.45,4538.22,1367.90,0.63,0.98,1.98,0.53,0.35,17376.1,,,,,
2025-10-21,3916.33,13077.32,3083.72,4607.87,1406.32,1.36,2.06,3.02,1.53,2.81,18738.9,,,,,
2025-10-22,3913.76,12996.61,3059.32,4592.57,1405.41,-0.07,-0.62,-0.79,-0.33,-0.06,16678.6,,,,,
2025-10-23,3922.41,13025.45,3062.16,4606.34,1401.26,0.22,0.22,0.09,0.30,-0.30,16439.1,,,,,
2025-10-24,3950.31,13289.18,3171.57,4660.68,1462.22,0.71,2.02,3.57,1.18,4.35,19742.1,,,,,
2025-10-27,3996.94,13489.40,3234.45,4716.02,1484.21,1.18,1.51,1.98,1.19,1.50,23401.3,,,,,
2025-10-28,3988.22,13430.10,3229.58,4691.97,1471.73,-0.22,-0.44,-0.15,-0.51,-0.84,21478.6,,,,,
2025-10-29,4016.33,13691.38,3324.27,4747.84,1489.12,0.70,1.95,2.93,1.19,1.18,22560.3,,,,,
2025-10-30,3986.90,13532.13,3263.02,4709.91,1461.30,-0.73,-1.16,-1.84,-0.80,-1.87,24216.8,,,,,
2025-10-31,3954.79,13378.21,3187.53,4640.67,1415.53,-0.81,-1.14,-2.31,-1.47,-3.13,23177.9,,,,,
2025-11-03,3976.52,13404.06,3196.87,4653.40,1400.86,0.55,0.19,0.29,0.27,-1.04,21071.3,,,,,
2025-11-04,3960.19,13175.22,3134.09,4618.70,1387.24,-0.41,-1.71,-1.96,-0.75,-0.97,19157.6,,,,,
2025-11-05,3969.25,13223.56,3166.23,4627.26,1390.39,0.23,0.37,1.03,0.19,0.23,18723.4,,,,,
2025-11-06,4007.76,13452.42,3224.62,4693.40,1436.86,0.97,1.73,1.84,1.43,3.34,20552.5,,,,,
2025-11-07,3997.56,13404.06,3208.21,4678.79,1415.69,-0.25,-0.36,-0.51,-0.31,-1.47,19990.5,,,,,
2025-11-10,4018.60,13427.61,3178.83,4695.05,1407.56,0.53,0.18,-0.92,0.35,-0.57,21744.5,,,,,
2025-11-11,4002.76,13289.01,3134.32,4652.17,1387.53,-0.39,-1.03,-1.40,-0.91,-1.42,19935.9,,,,,
2025-11-12,4000.14,13240.62,3122.03,4645.91,1379.45,-0.07,-0.36,-0.39,-0.13,-0.58,19450.3,,,,,
2025-11-13,4029.50,13476.52,3201.75,4702.07,1399.29,0.73,1.78,2.55,1.21,1.44,20419.6,,,,,
2025-11-14,3990.49,13216.03,3111.51,4628.14,1361.23,-0.97,-1.93,-2.82,-1.57,-2.72,19580.8,,,,,
2025-11-17,3972.03,13202.00,3105.20,4598.05,1354.04,-0.46,-0.11,-0.20,-0.65,-0.53,19107.9,,,,,
2025-11-18,3939.81,13080.49,3069.22,4568.19,1357.93,-0.81,-0.92,-1.16,-0.65,0.29,19260.7,,,,,
2025-11-19,3946.74,13080.09,3076.85,4588.29,1344.80,0.18,0.00,0.25,0.44,-0.97,17259.1,,,,,
2025-11-20,3931.05,12980.82,3042.34,4564.95,1328.19,-0.40,-0.76,-1.12,-0.51,-1.24,17081.9,,,,,
2025-11-21,3834.89,12538.07,2920.08,4453.61,1285.83,-2.45,-3.41,-4.02,-2.44,-3.19,19656.6,,,,,
